Date,Title,Link,Post ID,Posted Date
22.02.2025,جنوب سورية: نفذت قوات الأمن اليوم عملية في الحارة ونمر (شمال غرب درعا) استهدفت عناصر سابقين من النظام وتجار مخدرات وأسلحة، وتم ضبط أسلحة واعتقال عدد من الأشخاص بينهم 3 أشخاص أطلقوا النار,https://syria.liveuamap.com/ar/2025/20-february-19-south-syria-today-the-security-forces-carried,22738624,2 الأسبوع منذ
22.02.2025,الأمن العام يعلن ضبط سيارة مفخخة في مدينة اعزاز بريف حلب الشمالي,https://syria.liveuamap.com/ar/2025/20-february-17-public-security-announces-the-seizure-of-a,22738617,2 الأسبوع منذ
22.02.2025,الرئيس السوري أحمد الشرع يستقبل وزير الخارجية القبرصي كونستاندينوس كومبوس، والوفد المرافق له، في قصر الشعب بدمشق,https://syria.liveuamap.com/ar/2025/20-february-11-syrian-president-ahmad-alshara-receives-cypriot,22738562,2 الأسبوع منذ
22.02.2025,"""المرصد السوري"": مقتل 7 مدنيين من جراء انفجار مخلفات حرب شرقي مدينة إدلب السورية",https://syria.liveuamap.com/ar/2025/20-february-11-syrian-observatory-7-civilians-killed-as-a,22738558,2 الأسبوع منذ
22.02.2025,شنت قسد حملة مداهمات واعتقالات في بلدة درنج شرق ديرالزور.,https://syria.liveuamap.com/ar/2025/20-february-11-the-sdf-launched-a-campaign-of-raids-and-arrests,22738582,2 الأسبوع منذ
22.02.2025,وسط قصف مدفعي على محاور سد تشرين طائرات تركية تنفذ غارتين جويتين على ريف كوباني,https://syria.liveuamap.com/ar/2025/19-february-16-amid-artillery-fire-on-frontlines-of-teshreen,22738382,3 الأسبوع منذ
22.02.2025,شنت الطائرات الإسرائيلية غارات على أهداف عسكرية في منطقة سعسع جنوبي سوريا فيما قصفت مدفعيا مناطق سكنية في درعا، مما تسبب في أضرار بالبنى التحتية,https://syria.liveuamap.com/ar/2025/19-february-09-israeli-aircraft-launched-raids-on-military,22738314,3 الأسبوع منذ
22.02.2025,ديرالزورقسد تعتقل أربعة أشخاص في قرية الجرذي الشرقياعتقلت دورية تابعة (قسد) أربعة أشخاص من قرية الجرذي الشرقي بريف دير الزور الشرقي، دون توضيح أسباب الاعتقال. وأفادت مصادر محلية بأن العملية جاءت ضمن حملة مداهمات نفذتها القوات في المنطقة,https://syria.liveuamap.com/ar/2025/19-february-09-sdf-arrests-four-people-in-the-village-of,22738315,3 الأسبوع منذ
22.02.2025,الجيش الإسرائيلي: دمرنا أسلحة تابعة للنظام السوري السابق في جنوب سوريا,https://syria.liveuamap.com/ar/2025/18-february-21-israeli-army-we-destroyed-weapons-belonging,22738211,3 الأسبوع منذ
22.02.2025,قصف مدفعي من جيش  الإسرائيلي يستهدف وادي اليرموك غربي درعا,https://syria.liveuamap.com/ar/2025/18-february-18-israeli-artillery-shelling-targets-yarmouk,22738145,3 الأسبوع منذ
22.02.2025,القوات المسلحة التركية تقصف أهدافاً لقوات سوريا الديمقراطية على خط عين عيسى بنيران المدفعية,https://syria.liveuamap.com/ar/2025/18-february-12-the-turkish-armed-forces-hit-the-sdf-targets,22738125,3 الأسبوع منذ
22.02.2025,"شنّ طيـ ـران حـ ـربي تركي 3 غارات، قبل قليل، على نقاط تمركز قسد في منطقة ""زور مغار"" على نهر الفرات في الجهة المقابلة لمدينة جرابلس شرق حلب، ما أسفر عن تدمير منصـ ـات إطـ ـلاق صـ ـواريخ وأنفاق. نهر_ميديا",https://syria.liveuamap.com/ar/2025/18-february-12-a-short-while-ago-turkish-warplanes-launched,22738120,3 الأسبوع منذ
22.02.2025,"غارة جوية للطيران المسير التركي استهدفت ميليشيا «قسد» في قرية ""سيف علي"" شرقي بلدة الشيوخ جنوب غربي مدينة عين العرب/كوباني",https://syria.liveuamap.com/ar/2025/18-february-11-a-turkish-drone-airstrike-targeted-the-sdf,22738126,3 الأسبوع منذ
22.02.2025,مجموعة من الصحفيين والناشطين الحقوقيين ينفذون وقفة احتجاجية في مدينة القامشلي شمال شرقي سوريا احتجاجاً على اعتداءات تركيا وفصائل الجيش الوطني السوري على الصحفيين,https://syria.liveuamap.com/ar/2025/18-february-11-a-group-of-journalists-and-rights-activists,22738113,3 الأسبوع منذ
22.02.2025,"ملخص اجتماع ""قسد"" و""مسد"": دمج المؤسسات العسكرية والأمنية: الاتفاق على دمج قسد والأجهزة الأمنية التابعة للإدارة الذاتية في هيكلية الجيش السوري لتوحيد الجهود وتعزيز القوة الوطنية. إعادة تفعيل المؤسسات المدنية: اتفق المشاركون على إعادة تأهيل المؤسسات المدنية والخدمية التابعة للدولة في شمال وشرق سوريا لضمان توفير الخدمات الأساسية وتحسين مستويات المعيشة. انسحاب المقاتلين الأجانب: التأكيد على ضرورة انسحاب جميع المقاتلين غير السوريين من قسد والمناطق الشمالية والشرقية من سوريا لتعزيز السيادة الوطنية والاستقرار. تعزيز التنسيق مع الحكومة السورية: الاتفاق على تكثيف اللقاءات والتنسيق مع الحكومة السورية في دمشق لتعزيز التعاون في القضايا الوطنية.",https://syria.liveuamap.com/ar/2025/18-february-09-summary-of-the-sdf-and-sdc-meeting-integration,22738084,3 الأسبوع منذ
23.02.2025,وافق الاتحاد الأوروبي على تعليق مجموعة من العقوبات ضد سوريا، بما في ذلك تلك المتعلقة بالطاقة والنقل وإعادة الإعمار,https://syria.liveuamap.com/ar/2025/24-february-10-european-union-agreed-to-suspend-a-range-of,22739495,2 الأسبوع منذ
23.02.2025,مظاهرات في السويداء ضد التصريحات الإسرائيلية الأخيرة حول جنوب سوريا، المشاركون يدعون لاستمرار المظاهرات غداً: ساحة الكرامة، السويداء,https://syria.liveuamap.com/ar/2025/24-february-10-demonstrations-taking-place-in-suwayda-against,22739496,2 الأسبوع منذ
23.02.2025,درعا  جنوب سوريا – احتجاج على تصريحات نتنياهو أمس,https://syria.liveuamap.com/ar/2025/24-february-10-daraa-now-southern-syria--a-protest-against,22739494,2 الأسبوع منذ
23.02.2025,"Intensive flights of the international coalition warplanes in the skies of the cities of Al-Quriyah and Al-Ashara, east of Deir Ezzor. Deir Ezzor",https://syria.liveuamap.com/en/2025/24-february-09a-intensiveflightsoftheinternationalcoalition,22739489,2 الأسبوع منذ
23.02.2025,وزير خارجية تركيا: سنواصل حوارنا مع روسيا بخصوص الوضع الإقليمي,https://syria.liveuamap.com/ar/2025/24-february-10-turkish-foreign-minister-we-will-continue,22739454,2 الأسبوع منذ
23.02.2025,وزير خارجية تركيا: بحثت مع لافروف ضرورة الحفاظ على وحدة سوريا,https://syria.liveuamap.com/ar/2025/24-february-08-turkish-foreign-minister-i-discussed-with,22739445,2 الأسبوع منذ
23.02.2025,Turkish warplanes strike SDF targets on the Sarrin line south of Kobane/Aynel Arab,https://syria.liveuamap.com/en/2025/23-february-19a-turkishwarplanesstrikesdftargetsonthesarrin,22739331,2 الأسبوع منذ
23.02.2025,مصادر الحدث: المستهدف في غارة التحالف بريف إدلب هو  مدرب عسكري يدعى جعفر التركي,https://syria.liveuamap.com/ar/2025/23-february-15-the-target-of-the-coalition-raid-in-the-idlib,22739320,2 الأسبوع منذ
23.02.2025,"وزير الدفاع الإسرائيلي يسرائيل كاتس: ""أقام الجيش الإسرائيلي موقعين على جبل الشيخ وسبعة مواقع أخرى في المنطقة العازلة مع سوريا. وسيبقى الجيش الإسرائيلي إلى أجل غير مسمى على جبل الشيخ وفي المنطقة العازلة"".",https://syria.liveuamap.com/ar/2025/23-february-15-israeli-defense-minister-israel-katz-the,22739319,2 الأسبوع منذ
23.02.2025,نتنياهو يقول إن إسرائيل لن تسمح لقوات النظام السوري الجديدة بدخول المنطقة الواقعة جنوب دمشق,https://syria.liveuamap.com/ar/2025/23-february-15-pm-netanyahu-says-israel-will-not-allow-the,22739312,2 الأسبوع منذ
23.02.2025,نتنياهو: لن نتسامح مع أي تهديد للطائفة الدرزية في جنوب سوريا,https://syria.liveuamap.com/ar/2025/23-february-15-netanyahu-we-will-not-tolerate-any-threat,22739309,2 الأسبوع منذ
23.02.2025,غارة بطائرة مسيرة للتحالف الأمريكي تستهدف سيارة على الطريق بين كللي وكفتين بريف إدلب الشمالي، سوريا,https://syria.liveuamap.com/ar/2025/23-february-12-us-coalition-drone-strike-targeted-a-vehicle,22739265,2 الأسبوع منذ
23.02.2025,مقتل شخص بغارة جوية للتحالف الدولي استهدفت سيارته على طريق كللي - كفتين شمالي إدلب,https://syria.liveuamap.com/ar/2025/23-february-12-a-person-was-killed-in-an-airstrike-by-the,22739266,2 الأسبوع منذ
23.02.2025,غارة للتحالف تستهدف سيارة في ريف إدلب,https://syria.liveuamap.com/ar/2025/23-february-12-coalition-airstrike-targets-a-car-in-idlib,22739258,2 الأسبوع منذ
23.02.2025,سوريا ستعقد مؤتمرا للحوار الوطني يوم الثلاثاء 25 فبراير، بحسب عضوين في اللجنة التحضيرية. يهدف المؤتمر إلى التوصل إلى إعلان دستوري والاتفاق على الخطوط العريضة للدولة الجديدة.,https://syria.liveuamap.com/ar/2025/23-february-09-syria-to-hold-national-dialogue-conference,22739214,2 الأسبوع منذ
23.02.2025,الجيش الإسرائيلي يعلن أنه هاجم طرق تهريب الأسلحة على الحدود اللبنانية السورية,https://syria.liveuamap.com/ar/2025/22-february-19-israeli-army-says-it-attacked-weapons-smuggling,22739052,2 الأسبوع منذ
23.02.2025,الطيران التركي يستهدف بعدة غارات مواقع ميليشيا «قسد» PKK/SDF في محيط صرين وسد تشرين.  Tishreen_Dam Tişrin Tishrin,https://syria.liveuamap.com/ar/2025/22-february-14-turkish-aircraft-target-sdf-militia-sites,22739035,2 الأسبوع منذ
23.02.2025,تقول القيادة المركزية الأمريكية إن قواتها نفذت غارة جوية دقيقة في شمال غرب سوريا أمس، مما أسفر عن مقتل وسيم تحسين بيرقدار، أحد كبار القادة في منظمة حراس الدين الإرهابية، وهي منظمة تابعة لتنظيم القاعدة.,https://syria.liveuamap.com/ar/2025/22-february-13--centcom-says-its-forces-conducted-a-precision,22739025,2 الأسبوع منذ
23.02.2025,مصادر اعلامية: تصدير النفط عبر الصهاريج من حقول الحسكة إلى مصافي التكرير في حمص وبانياس معدل التصدير اليومي يبلغ أكثر من 5 آلاف برميل من النفط الخام ميليشيات قـسـد تخفّض كمية تكرير النفط في مناطق سيطرتها النفط المستخرج من حقول دير الزور والحسكة,https://syria.liveuamap.com/ar/2025/22-february-11-media-sources-oil-is-exported-via-tankers,22738998,2 الأسبوع منذ
23.02.2025,سوريا: وسيم بيرقدار هو هدف لغارة أميركية بطائرة بدون طيار اليوم، وهو مسؤول الأمن الداخلي السابق في تنظيم حراس الدين.,https://syria.liveuamap.com/ar/2025/21-february-17-syria-wassim-bayrqadar-was-the-target-of-us,22738877,2 الأسبوع منذ
23.02.2025,غارة جوية للتحالف الدولي تستهدف سيارة مجهولة في مدينة الدانا شمالي إدلب,https://syria.liveuamap.com/ar/2025/21-february-14-an-airstrike-by-the-international-coalition,22738836,2 الأسبوع منذ
23.02.2025,طيران التحالف الدولي ينفذ غارة جوية بمنطقة قاح بريف إدلب الشمالي.,https://syria.liveuamap.com/ar/2025/21-february-14-the-international-coalition-aircraft-carried,22738833,2 الأسبوع منذ
23.02.2025,أحمد الشرع يلتقي سفير الصين في سورية اليوم,https://syria.liveuamap.com/ar/2025/21-february-13-ahmad-alshara-meets-with-chinas-ambassador,22738878,2 الأسبوع منذ
23.02.2025,وول ستريت جورنال: الاتحاد الأوروبي سيرفع الاثنين العقوبات عن الطاقة والنقل والقطاع المصرفي في سوريا,https://syria.liveuamap.com/ar/2025/21-february-12-wall-street-journal-the-european-union-will,22738814,2 الأسبوع منذ
23.02.2025,طائرات حربية تركية تقصف أهدافاً لقوات سوريا الديمقراطية على خط صرين غرب كوباني,https://syria.liveuamap.com/ar/2025/21-february-12-turkish-warplanes-strike-sdf-targets-on-the,22738816,2 الأسبوع منذ
23.02.2025,"غارات جوية تركية تستهدف مواقع ""قسد"" جنوبي تل الشيوخ بريف منبج",https://syria.liveuamap.com/ar/2025/21-february-11-turkish-airstrikes-target-sdf-sites-south,22738811,2 الأسبوع منذ
23.02.2025,الحدود السورية اللبنانية: غارات إسرائيلية تستهدف معابر غير شرعية,https://israelpalestine.liveuamap.com/ar/2025/21-february-10-syrianlebanese-border-israeli-raids-target,22738807,2 الأسبوع منذ
23.02.2025,"الجيش الاسرائيلي: طائراتنا أغارت الليلة ""على محاور نقل على الحدود السورية اللبنانية يستخدمها حزب الله في محاولة لنقل وسائل قتالية إلى داخل لبنان""",https://lebanon.liveuamap.com/ar/2025/21-february-05-israeli-army-our-aircraft-tonight-raided-transportation,22738801,2 الأسبوع منذ
23.02.2025,"قصف إسرائيلي يستهدف معبر ""وادي الواويات"" على الحدود السورية اللبنانية",https://israelpalestine.liveuamap.com/ar/2025/20-february-21-israeli-bombing-targets-wadi-alwawiyat-crossing,22738808,2 الأسبوع منذ
23.02.2025,جنوب سورية: نفذت قوات الأمن اليوم عملية في الحارة ونمر (شمال غرب درعا) استهدفت عناصر سابقين من النظام وتجار مخدرات وأسلحة، وتم ضبط أسلحة واعتقال عدد من الأشخاص بينهم 3 أشخاص أطلقوا النار,https://syria.liveuamap.com/ar/2025/20-february-19-south-syria-today-the-security-forces-carried,22738624,2 الأسبوع منذ
24.02.2025,وزير الخارجية الإسرائيلي: الحكومة الجديدة في سوريا جماعة إرهابية جهادية من إدلب استولت على دمشق بالقوة,https://syria.liveuamap.com/ar/2025/25-february-09-israeli-foreign-minister-new-government-in,22739755,2 الأسبوع منذ
24.02.2025,"أحزاب من الإدارة الذاتية الكردية تنتقد التمثيل ""الشكلي"" بمؤتمر الحوار الوطني السوري",https://syria.liveuamap.com/ar/2025/25-february-09-kurdish-selfadministration-parties-criticize,22739752,2 الأسبوع منذ
24.02.2025,الشرع: يجب اتخاذ الخطوات المناسبة لكي تلحق سوريا بالمنطقة,https://syria.liveuamap.com/ar/2025/25-february-07-sharaa-appropriate-steps-must-be-taken-for,22739656,2 الأسبوع منذ
24.02.2025,الشرع: سوريا عادت إلى أهلها,https://syria.liveuamap.com/ar/2025/25-february-07-sharia-syria-has-returned-to-its-people,22739655,2 الأسبوع منذ
24.02.2025,يزور وزير الخارجية الروسي سيرغي لافروف إيران اليوم لمناقشة الأوضاع في سوريا والشرق الأوسط والاتفاق النووي، بحسب وزارة الخارجية في موسكو.,https://iran.liveuamap.com/ar/2025/25-february-07-russias-foreign-minister-lavrov-will-visit,22739654,2 الأسبوع منذ
24.02.2025,"حراك أبناء القنيطرة يدعو الحكومة السورية والمجتمع الدولي للتحرك على المستويين السياسي والدبلوماسي ضد الاعتداءات الإسرائيلية
???? حراك أبناء القنيطرة يدعو جميع القوى الوطنية والمنظمات الحقوقية للمطالبة بوقف الانتهاكات الإسرائيلية التي تهدد وحدة وسلامة الأراضي السورية",https://syria.liveuamap.com/ar/2025/24-february-19-the-quneitra-sons-movement-calls-on-the-syrian,22739590,2 الأسبوع منذ
24.02.2025,البث الإسرائيلية: العمال السوريون سيعملون في مجالات البناء والزراعة في البلدات الدرزية في الجولان,https://syria.liveuamap.com/ar/2025/24-february-15-israeli-broadcast-syrian-workers-will-work,22739545,2 الأسبوع منذ
24.02.2025,تظاهر مئات السوريين في خان أرنبة جنوب سورية احتجاجاً على تصريحات نتنياهو الاستفزازية لتقسيم بلادهم والسيطرة الإسرائيلية على الأراضي السورية.,https://syria.liveuamap.com/ar/2025/24-february-14-hundreds-of-syrians-protested-in-khan-arnaba,22739543,2 الأسبوع منذ
24.02.2025,وافق الاتحاد الأوروبي على تعليق مجموعة من العقوبات ضد سوريا، بما في ذلك تلك المتعلقة بالطاقة والنقل وإعادة الإعمار,https://syria.liveuamap.com/ar/2025/24-february-10-european-union-agreed-to-suspend-a-range-of,22739495,2 الأسبوع منذ
24.02.2025,مظاهرات في السويداء ضد التصريحات الإسرائيلية الأخيرة حول جنوب سوريا، المشاركون يدعون لاستمرار المظاهرات غداً: ساحة الكرامة، السويداء,https://syria.liveuamap.com/ar/2025/24-february-10-demonstrations-taking-place-in-suwayda-against,22739496,2 الأسبوع منذ
24.02.2025,درعا  جنوب سوريا – احتجاج على تصريحات نتنياهو أمس,https://syria.liveuamap.com/ar/2025/24-february-10-daraa-now-southern-syria--a-protest-against,22739494,2 الأسبوع منذ
24.02.2025,"Intensive flights of the international coalition warplanes in the skies of the cities of Al-Quriyah and Al-Ashara, east of Deir Ezzor. Deir Ezzor",https://syria.liveuamap.com/en/2025/24-february-09a-intensiveflightsoftheinternationalcoalition,22739489,2 الأسبوع منذ
24.02.2025,وزير خارجية تركيا: سنواصل حوارنا مع روسيا بخصوص الوضع الإقليمي,https://syria.liveuamap.com/ar/2025/24-february-10-turkish-foreign-minister-we-will-continue,22739454,2 الأسبوع منذ
24.02.2025,وزير خارجية تركيا: بحثت مع لافروف ضرورة الحفاظ على وحدة سوريا,https://syria.liveuamap.com/ar/2025/24-february-08-turkish-foreign-minister-i-discussed-with,22739445,2 الأسبوع منذ
24.02.2025,Turkish warplanes strike SDF targets on the Sarrin line south of Kobane/Aynel Arab,https://syria.liveuamap.com/en/2025/23-february-19a-turkishwarplanesstrikesdftargetsonthesarrin,22739331,2 الأسبوع منذ
24.02.2025,مصادر الحدث: المستهدف في غارة التحالف بريف إدلب هو  مدرب عسكري يدعى جعفر التركي,https://syria.liveuamap.com/ar/2025/23-february-15-the-target-of-the-coalition-raid-in-the-idlib,22739320,2 الأسبوع منذ
24.02.2025,"وزير الدفاع الإسرائيلي يسرائيل كاتس: ""أقام الجيش الإسرائيلي موقعين على جبل الشيخ وسبعة مواقع أخرى في المنطقة العازلة مع سوريا. وسيبقى الجيش الإسرائيلي إلى أجل غير مسمى على جبل الشيخ وفي المنطقة العازلة"".",https://syria.liveuamap.com/ar/2025/23-february-15-israeli-defense-minister-israel-katz-the,22739319,2 الأسبوع منذ
24.02.2025,نتنياهو يقول إن إسرائيل لن تسمح لقوات النظام السوري الجديدة بدخول المنطقة الواقعة جنوب دمشق,https://syria.liveuamap.com/ar/2025/23-february-15-pm-netanyahu-says-israel-will-not-allow-the,22739312,2 الأسبوع منذ
24.02.2025,نتنياهو: لن نتسامح مع أي تهديد للطائفة الدرزية في جنوب سوريا,https://syria.liveuamap.com/ar/2025/23-february-15-netanyahu-we-will-not-tolerate-any-threat,22739309,2 الأسبوع منذ
24.02.2025,غارة بطائرة مسيرة للتحالف الأمريكي تستهدف سيارة على الطريق بين كللي وكفتين بريف إدلب الشمالي، سوريا,https://syria.liveuamap.com/ar/2025/23-february-12-us-coalition-drone-strike-targeted-a-vehicle,22739265,2 الأسبوع منذ
24.02.2025,مقتل شخص بغارة جوية للتحالف الدولي استهدفت سيارته على طريق كللي - كفتين شمالي إدلب,https://syria.liveuamap.com/ar/2025/23-february-12-a-person-was-killed-in-an-airstrike-by-the,22739266,2 الأسبوع منذ
24.02.2025,غارة للتحالف تستهدف سيارة في ريف إدلب,https://syria.liveuamap.com/ar/2025/23-february-12-coalition-airstrike-targets-a-car-in-idlib,22739258,2 الأسبوع منذ
24.02.2025,سوريا ستعقد مؤتمرا للحوار الوطني يوم الثلاثاء 25 فبراير، بحسب عضوين في اللجنة التحضيرية. يهدف المؤتمر إلى التوصل إلى إعلان دستوري والاتفاق على الخطوط العريضة للدولة الجديدة.,https://syria.liveuamap.com/ar/2025/23-february-09-syria-to-hold-national-dialogue-conference,22739214,2 الأسبوع منذ
24.02.2025,الجيش الإسرائيلي يعلن أنه هاجم طرق تهريب الأسلحة على الحدود اللبنانية السورية,https://syria.liveuamap.com/ar/2025/22-february-19-israeli-army-says-it-attacked-weapons-smuggling,22739052,2 الأسبوع منذ
24.02.2025,الطيران التركي يستهدف بعدة غارات مواقع ميليشيا «قسد» PKK/SDF في محيط صرين وسد تشرين.  Tishreen_Dam Tişrin Tishrin,https://syria.liveuamap.com/ar/2025/22-february-14-turkish-aircraft-target-sdf-militia-sites,22739035,2 الأسبوع منذ
24.02.2025,تقول القيادة المركزية الأمريكية إن قواتها نفذت غارة جوية دقيقة في شمال غرب سوريا أمس، مما أسفر عن مقتل وسيم تحسين بيرقدار، أحد كبار القادة في منظمة حراس الدين الإرهابية، وهي منظمة تابعة لتنظيم القاعدة.,https://syria.liveuamap.com/ar/2025/22-february-13--centcom-says-its-forces-conducted-a-precision,22739025,2 الأسبوع منذ
24.02.2025,مصادر اعلامية: تصدير النفط عبر الصهاريج من حقول الحسكة إلى مصافي التكرير في حمص وبانياس معدل التصدير اليومي يبلغ أكثر من 5 آلاف برميل من النفط الخام ميليشيات قـسـد تخفّض كمية تكرير النفط في مناطق سيطرتها النفط المستخرج من حقول دير الزور والحسكة,https://syria.liveuamap.com/ar/2025/22-february-11-media-sources-oil-is-exported-via-tankers,22738998,2 الأسبوع منذ
24.02.2025,سوريا: وسيم بيرقدار هو هدف لغارة أميركية بطائرة بدون طيار اليوم، وهو مسؤول الأمن الداخلي السابق في تنظيم حراس الدين.,https://syria.liveuamap.com/ar/2025/21-february-17-syria-wassim-bayrqadar-was-the-target-of-us,22738877,2 الأسبوع منذ
24.02.2025,غارة جوية للتحالف الدولي تستهدف سيارة مجهولة في مدينة الدانا شمالي إدلب,https://syria.liveuamap.com/ar/2025/21-february-14-an-airstrike-by-the-international-coalition,22738836,2 الأسبوع منذ
24.02.2025,طيران التحالف الدولي ينفذ غارة جوية بمنطقة قاح بريف إدلب الشمالي.,https://syria.liveuamap.com/ar/2025/21-february-14-the-international-coalition-aircraft-carried,22738833,2 الأسبوع منذ
25.02.2025,وقفة احتجاجية في درعا رفضًا لتوغل  الإسرائيلي وتصريحات نتنياهوالتلفزيون_العربي,https://syria.liveuamap.com/ar/2025/26-february-10-protest-in-daraa-rejecting-israeli-incursion,22739993,2 الأسبوع منذ
25.02.2025,طائرات مسيرة تركية تقصف قافلة للمدنيين الأكراد بالقرب من سد تشرين جنوب كوباني,https://syria.liveuamap.com/ar/2025/26-february-10-turkish-drones-bomb-a-convoy-of-kurdish-civilians,22739992,2 الأسبوع منذ
25.02.2025,مبعوث الرئيس الأميركي للشرق الأوسط ستيف ويتكوف: يمكن للبنان وسوريا أن ينضما إلى الاتفاقيات الإبراهيمية للسلام,https://syria.liveuamap.com/ar/2025/26-february-05-us-presidents-middle-east-envoy-steve-witkoff,22739902,2 الأسبوع منذ
25.02.2025,"قال الجيش الإسرائيلي إنه قصف مراكز قيادة ومواقع متعددة تحتوي على أسلحة في جنوب سوريا. وأضاف الجيش الإسرائيلي أن ""وجود قوات وأصول عسكرية في الجزء الجنوبي من سوريا يشكل تهديدا لمواطني إسرائيل"".",https://syria.liveuamap.com/ar/2025/25-february-21-the-israeli-army-said-that-it-struck-command,22739880,2 الأسبوع منذ
25.02.2025,وزير الحرب الإسرائيلي: سلاح الجو يهاجم حاليا جنوب سوريا بقوة,https://syria.liveuamap.com/ar/2025/25-february-21-israeli-defense-minister-air-force-is-currently,22739877,2 الأسبوع منذ
25.02.2025,Small_blue_diamond الجيش الإسرائيلي يتوغل مدعومًا بآليات وعربات عسكرية ثقيلة في منطقتي مزارع الأمل وتل الأحمر باتجاه منطقة المكاسر شمالي القنيطرة,https://syria.liveuamap.com/ar/2025/25-february-21-the-israeli-army-supported-by-heavy-military,22739878,2 الأسبوع منذ
