tweet_id,label,text,user_url
1290702650078568450,irrelevant,,
1290703447331921920,caution_advice_and_crisis_updates,,https://twitter.com/parliamentary0
1290703784084156422,emotional_support_and_prayers opinions_and_criticism,,https://twitter.com/W36qaJKAqvzGFV9
1290703980809662464,affected_individuals_and_help,,https://twitter.com/IndyArabia
1290704223626301446,affected_individuals_and_help opinions_and_criticism,,https://twitter.com/Fashkol_AR
1290704595203829763,emotional_support_and_prayers,,
1290704827941519360,affected_individuals_and_help,,https://twitter.com/ibrahimDsouki
1290705848541609993,affected_individuals_and_help,,https://twitter.com/hajarwbashar
1290705862382755840,affected_individuals_and_help,,https://twitter.com/jessytrends
1290705895714885632,emotional_support_and_prayers opinions_and_criticism,,https://twitter.com/CIarz321
1290706048962170881,irrelevant,,
1290707154920525824,affected_individuals_and_help,,https://twitter.com/_sh_aza
1290707566650167296,emotional_support_and_prayers,,https://twitter.com/aalkoautr4488
1290708131371257859,emotional_support_and_prayers,,
1290708257762349062,emotional_support_and_prayers,,
1290709037500305408,affected_individuals_and_help,,https://twitter.com/Almogaz
1290709103094968321,affected_individuals_and_help emotional_support_and_prayers,,https://twitter.com/MR_AbdElrahem
1290709384218255362,emotional_support_and_prayers,,https://twitter.com/AlhashashYuosef
1290709448512724993,emotional_support_and_prayers,,
1290710053138378754,emotional_support_and_prayers,,https://twitter.com/Roubahaddad1
1290710575815761924,emotional_support_and_prayers,,https://twitter.com/Cwala7
1290710793605054467,affected_individuals_and_help,,https://twitter.com/Ali_Alawieh
1290710959523344385,irrelevant,,
1290711372016291841,opinions_and_criticism,,
1290711424738775043,emotional_support_and_prayers,,
1290711711641632768,irrelevant,,https://twitter.com/St1roker
1290711927790985217,emotional_support_and_prayers,,https://twitter.com/NAWAF1sh1
1290711975316656130,emotional_support_and_prayers,,
1290711995092787203,caution_advice_and_crisis_updates,,https://twitter.com/AlNahar_TV
1290712246595792896,infrastructure_and_utilities_damage,,https://twitter.com/alislim27
1290712509683568640,affected_individuals_and_help,,https://twitter.com/eliezehlewe
1290713439728480260,emotional_support_and_prayers,,https://twitter.com/mas10804
1290713456203759627,opinions_and_criticism,,https://twitter.com/moheds1
1290713935512035334,opinions_and_criticism,,https://twitter.com/AbdaljparAhmed
1290714030995382272,emotional_support_and_prayers,,
1290714083025735685,infrastructure_and_utilities_damage,,https://twitter.com/IndyArabia
1290714089438806018,emotional_support_and_prayers,,https://twitter.com/AlkhalafS
1290714196078886913,emotional_support_and_prayers,,
1290714226508673025,affected_individuals_and_help,,https://twitter.com/Mohamadjundi
1290714267470180352,emotional_support_and_prayers,,
1290714340136570886,affected_individuals_and_help,,https://twitter.com/IndyArabia
1290714405689270272,opinions_and_criticism emotional_support_and_prayers,,https://twitter.com/PEACEQ88
1290714473062445059,irrelevant,,
1290714946758729730,emotional_support_and_prayers,,https://twitter.com/marouanelkasimi
1290715087238561794,emotional_support_and_prayers,,https://twitter.com/AlawaidWael
1290715099867549698,emotional_support_and_prayers,,https://twitter.com/Zahraaad6
1290715138031603712,emotional_support_and_prayers,,
1290715165399437312,affected_individuals_and_help,,https://twitter.com/ray_fares
1290715305589837830,emotional_support_and_prayers,,https://twitter.com/o0o0_re
1290715506392145921,infrastructure_and_utilities_damage opinions_and_criticism,,https://twitter.com/Betty_B_113
1290715623396380678,emotional_support_and_prayers,,https://twitter.com/w5r3no
1290715671307923457,caution_advice_and_crisis_updates,,https://twitter.com/IndyArabia
1290715810739126276,affected_individuals_and_help,,https://twitter.com/jessytrends
1290715869295906819,irrelevant,,
1290716309425197058,irrelevant,,
1290716489780207632,affected_individuals_and_help infrastructure_and_utilities_damage,,https://twitter.com/tarekabouz
1290716766612619265,affected_individuals_and_help,,
1290717372559523840,opinions_and_criticism,,
1290718131598635009,affected_individuals_and_help,,
1290718419067842565,caution_advice_and_crisis_updates,,https://twitter.com/alghaslan
1290718881682722817,opinions_and_criticism,,https://twitter.com/isaleh1010
1290719068820049922,infrastructure_and_utilities_damage,,https://twitter.com/IndyArabia
1290719454842757120,affected_individuals_and_help infrastructure_and_utilities_damage,,
1290719486463574016,emotional_support_and_prayers,,https://twitter.com/HanaBangtan95
1290720148450619392,caution_advice_and_crisis_updates,,https://twitter.com/redadesoky
1290720248392556547,emotional_support_and_prayers,,https://twitter.com/ZerrouguiAnfel
1290720305154072576,irrelevant,,https://twitter.com/abodavidtouk
1290720495336333313,caution_advice_and_crisis_updates emotional_support_and_prayers,,
1290720649032405000,irrelevant,,https://twitter.com/ishahdiii
1290720695245254659,irrelevant,,https://twitter.com/Ebtesam777
1290720708616749065,emotional_support_and_prayers,,https://twitter.com/mahd_althahaab
1290720888632090626,caution_advice_and_crisis_updates,,https://twitter.com/sayidatynet
1290720955153645569,emotional_support_and_prayers,,https://twitter.com/hazemaliraqi571
1290721100863873024,infrastructure_and_utilities_damage emotional_support_and_prayers,,https://twitter.com/J8sGLFPRnK9v6wi
1290721831868080129,opinions_and_criticism,,https://twitter.com/albashaaa85
1290722039083474945,affected_individuals_and_help,,https://twitter.com/IndyArabia
1290722236031209472,caution_advice_and_crisis_updates,,https://twitter.com/IndyArabia
1290722619029884928,caution_advice_and_crisis_updates,,https://twitter.com/rabab_aoun
1290722740878614529,affected_individuals_and_help infrastructure_and_utilities_damage,,https://twitter.com/SawtBeirut
1290723133482246151,irrelevant,,
1290723155745611779,irrelevant,,
1290723202205913093,affected_individuals_and_help,,https://twitter.com/amiralshme
1290723402274279426,affected_individuals_and_help,,
1290723437502238720,emotional_support_and_prayers,,https://twitter.com/NasserAshour58
1290723498663575554,irrelevant,,
1290723537582522374,affected_individuals_and_help,,https://twitter.com/RolaAy2
1290723555714441216,emotional_support_and_prayers,,https://twitter.com/jesuis_melodie
1290723569224364034,irrelevant,,https://twitter.com/janna_mlk
1290724343744528399,affected_individuals_and_help,,https://twitter.com/rashazeinnbn
1290724524028309505,infrastructure_and_utilities_damage,,https://twitter.com/yarjarab
1290725855375904773,infrastructure_and_utilities_damage,,https://twitter.com/q8_coop
1290725936132956161,irrelevant,,
1290726169151705088,emotional_support_and_prayers,,https://twitter.com/daea_a
1290726542746820609,emotional_support_and_prayers,,
1290726835588861962,affected_individuals_and_help,,https://twitter.com/Mohamad77875400
1290727231489224704,caution_advice_and_crisis_updates emotional_support_and_prayers,,
1290727380009582594,emotional_support_and_prayers,,https://twitter.com/im_98_a
1290727405485793280,affected_individuals_and_help,,
1290727416038653958,opinions_and_criticism,,
1290727621471473670,affected_individuals_and_help,,https://twitter.com/KalfayanJenny
1290727621412769794,infrastructure_and_utilities_damage,,https://twitter.com/IndyArabia
1290727662210691074,infrastructure_and_utilities_damage,,
1290727857480761345,infrastructure_and_utilities_damage emotional_support_and_prayers,,
1290728421526581251,opinions_and_criticism,,https://twitter.com/RoyObeid3
1290728531153096706,affected_individuals_and_help,,https://twitter.com/saoud_alrukaibi
1290729080367861763,infrastructure_and_utilities_damage,,https://twitter.com/IndyArabia
1290729087607201798,caution_advice_and_crisis_updates,,https://twitter.com/ZaghirS
1290729331749249025,opinions_and_criticism,,https://twitter.com/Abu_salman69
1290729339932352513,emotional_support_and_prayers,,https://twitter.com/Elias_f_khoury
1290729432722935808,caution_advice_and_crisis_updates,,https://twitter.com/AntoineTabet4
1290729634422820866,opinions_and_criticism,,https://twitter.com/imad_obeid
1290729888274579456,emotional_support_and_prayers,,https://twitter.com/alhreez
1290730077098061825,emotional_support_and_prayers,,
1290730140213940224,affected_individuals_and_help,,
1290730540086198274,opinions_and_criticism,,https://twitter.com/Aliawwad_1
1290731158641221633,caution_advice_and_crisis_updates,,https://twitter.com/MariamMady17
1290731485675368448,irrelevant,,https://twitter.com/asalaslly
1290731663568314368,caution_advice_and_crisis_updates,,https://twitter.com/HitafBou
1290732088241672196,affected_individuals_and_help,,
1290732308480303105,emotional_support_and_prayers,,https://twitter.com/mohamed19909090
1290732905879216128,caution_advice_and_crisis_updates,,https://twitter.com/algeriee1
1290733202110382089,affected_individuals_and_help,,https://twitter.com/saoud_alrukaibi
1290733348630024196,affected_individuals_and_help,,https://twitter.com/KalfayanJenny
1290733394477940736,caution_advice_and_crisis_updates,,https://twitter.com/Leb_trader
1290733442703990785,emotional_support_and_prayers,,https://twitter.com/elsyysemaan
1290733708429983745,opinions_and_criticism,,https://twitter.com/MiledRached5
1290733778999140357,emotional_support_and_prayers,,https://twitter.com/khaledalshammre
1290733819062939648,opinions_and_criticism,,https://twitter.com/akram1_1
1290733828525428738,emotional_support_and_prayers,,
1290734167962066945,irrelevant,,https://twitter.com/wg_at_al_a
1290734322882928643,affected_individuals_and_help,,https://twitter.com/dina_waqqaf
1290734463283068929,affected_individuals_and_help,,https://twitter.com/BADERQT
1290734556249821195,caution_advice_and_crisis_updates,,https://twitter.com/yaa_Ali_md
1290734576747401216,affected_individuals_and_help,,https://twitter.com/alnabilsimona
1290734586289364995,emotional_support_and_prayers,,https://twitter.com/Fatima_shaaban
1290734608196263936,caution_advice_and_crisis_updates,,https://twitter.com/alhreez
1290734805966036993,emotional_support_and_prayers,,https://twitter.com/lolo_w_kfoury_
1290735186754392064,affected_individuals_and_help,,https://twitter.com/agoraleaks
1290735562295574529,affected_individuals_and_help,,https://twitter.com/Hussein90197958
1290735591596924929,opinions_and_criticism,,https://twitter.com/ChebboAmina
1290735785260584960,affected_individuals_and_help,,https://twitter.com/Jessicakachkac2
1290735864994201602,irrelevant,,
1290736012033916928,caution_advice_and_crisis_updates,,https://twitter.com/Rebeccasleiman
1290736351399366657,caution_advice_and_crisis_updates,,https://twitter.com/SamerSamiHarb
1290736352863178754,emotional_support_and_prayers,,https://twitter.com/raghadfadel96
1290736353513279489,caution_advice_and_crisis_updates,,https://twitter.com/Abbasshamsaldin
1290736593951690758,opinions_and_criticism,,https://twitter.com/R1_AAA1
1290736698335334407,affected_individuals_and_help,"Error: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",https://twitter.com/alnabilsimona
